X,Y,Z,R,G,B
10.0767,-53.0353,77.5281,255.0000,0.0000,0.0000
10.2233,-53.0279,77.5174,255.0000,0.0000,0.0000
10.3695,-53.0187,77.5039,255.0000,0.0000,0.0000
10.5157,-53.0094,77.4902,255.0000,0.0000,0.0000
10.6612,-52.9972,77.4725,255.0000,0.0000,0.0000
10.8055,-52.9796,77.4466,255.0000,0.0000,0.0000
10.9515,-52.9703,77.4331,255.0000,0.0000,0.0000
11.0973,-52.9607,77.4190,255.0000,0.0000,0.0000
11.2433,-52.9522,77.4066,255.0000,0.0000,0.0000
11.3898,-52.9464,77.3981,255.0000,0.0000,0.0000
11.5367,-52.9419,77.3916,255.0000,0.0000,0.0000
11.6837,-52.9384,77.3865,255.0000,0.0000,0.0000
11.8311,-52.9369,77.3842,255.0000,0.0000,0.0000
11.9791,-52.9381,77.3860,255.0000,0.0000,0.0000
12.1273,-52.9400,77.3888,255.0000,0.0000,0.0000
12.2762,-52.9450,77.3961,255.0000,0.0000,0.0000
12.4247,-52.9480,77.4005,255.0000,0.0000,0.0000
12.5715,-52.9440,77.3946,255.0000,0.0000,0.0000
12.7177,-52.9375,77.3852,255.0000,0.0000,0.0000
12.8639,-52.9310,77.3757,255.0000,0.0000,0.0000
13.0096,-52.9226,77.3634,255.0000,0.0000,0.0000
13.1543,-52.9106,77.3458,255.0000,0.0000,0.0000
13.3006,-52.9051,77.3377,255.0000,0.0000,0.0000
13.4468,-52.8992,77.3292,255.0000,0.0000,0.0000
13.5928,-52.8929,77.3199,255.0000,0.0000,0.0000
13.7386,-52.8857,77.3095,255.0000,0.0000,0.0000
13.8846,-52.8798,77.3007,255.0000,0.0000,0.0000
14.0316,-52.8777,77.2977,255.0000,0.0000,0.0000
14.1793,-52.8778,77.2979,255.0000,0.0000,0.0000
14.3271,-52.8786,77.2991,255.0000,0.0000,0.0000
14.4745,-52.8781,77.2983,255.0000,0.0000,0.0000
14.6218,-52.8768,77.2964,255.0000,0.0000,0.0000
14.7681,-52.8724,77.2900,255.0000,0.0000,0.0000
14.9129,-52.8626,77.2757,255.0000,0.0000,0.0000
15.0570,-52.8506,77.2581,255.0000,0.0000,0.0000
15.2017,-52.8405,77.2433,255.0000,0.0000,0.0000
15.3461,-52.8299,77.2279,255.0000,0.0000,0.0000
15.4896,-52.8166,77.2085,255.0000,0.0000,0.0000
15.6283,-52.7873,77.1655,255.0000,0.0000,0.0000
15.7669,-52.7580,77.1228,255.0000,0.0000,0.0000
15.9052,-52.7282,77.0791,255.0000,0.0000,0.0000
16.0429,-52.6970,77.0335,255.0000,0.0000,0.0000
16.1774,-52.6561,76.9738,255.0000,0.0000,0.0000
16.3156,-52.6280,76.9326,255.0000,0.0000,0.0000
16.4558,-52.6064,76.9011,255.0000,0.0000,0.0000
16.5960,-52.5853,76.8703,255.0000,0.0000,0.0000
16.7355,-52.5626,76.8371,255.0000,0.0000,0.0000
16.8781,-52.5499,76.8185,255.0000,0.0000,0.0000
17.0224,-52.5424,76.8075,255.0000,0.0000,0.0000
17.1666,-52.5351,76.7968,255.0000,0.0000,0.0000
17.3152,-52.5409,76.8054,255.0000,0.0000,0.0000
17.4612,-52.5391,76.8027,255.0000,0.0000,0.0000
17.6041,-52.5277,76.7861,255.0000,0.0000,0.0000
17.7431,-52.5052,76.7532,255.0000,0.0000,0.0000
17.8843,-52.4896,76.7304,255.0000,0.0000,0.0000
18.0263,-52.4764,76.7111,255.0000,0.0000,0.0000
18.1672,-52.4603,76.6876,255.0000,0.0000,0.0000
18.3050,-52.4358,76.6517,255.0000,0.0000,0.0000
18.4497,-52.4311,76.6449,255.0000,0.0000,0.0000
18.5863,-52.4036,76.6046,255.0000,0.0000,0.0000
18.7205,-52.3697,76.5551,255.0000,0.0000,0.0000
18.8581,-52.3461,76.5207,255.0000,0.0000,0.0000
18.9725,-52.2587,76.3928,255.0000,0.0000,0.0000
19.0591,-52.0966,76.1559,255.0000,0.0000,0.0000
19.1231,-51.8758,75.8332,255.0000,0.0000,0.0000
19.1699,-51.6121,75.4476,255.0000,0.0000,0.0000
10.7948,-28.0110,40.9470,255.0000,0.0000,0.0000
10.8123,-27.8547,40.7185,255.0000,0.0000,0.0000
10.8441,-27.7370,40.5465,255.0000,0.0000,0.0000
10.8933,-27.6654,40.4418,255.0000,0.0000,0.0000
10.9424,-27.5945,40.3382,255.0000,0.0000,0.0000
10.9901,-27.5210,40.2308,255.0000,0.0000,0.0000
11.0390,-27.4516,40.1293,255.0000,0.0000,0.0000
11.0918,-27.3929,40.0435,255.0000,0.0000,0.0000
11.1472,-27.3411,39.9678,255.0000,0.0000,0.0000
11.2050,-27.2960,39.9018,255.0000,0.0000,0.0000
11.2653,-27.2576,39.8458,255.0000,0.0000,0.0000
11.3283,-27.2262,39.7998,255.0000,0.0000,0.0000
11.3936,-27.2008,39.7627,255.0000,0.0000,0.0000
11.4599,-27.1779,39.7292,255.0000,0.0000,0.0000
11.5266,-27.1563,39.6976,255.0000,0.0000,0.0000
11.5931,-27.1346,39.6659,255.0000,0.0000,0.0000
11.6596,-27.1131,39.6346,255.0000,0.0000,0.0000
11.7266,-27.0930,39.6052,255.0000,0.0000,0.0000
11.7937,-27.0735,39.5766,255.0000,0.0000,0.0000
11.8607,-27.0539,39.5479,255.0000,0.0000,0.0000
11.9284,-27.0363,39.5222,255.0000,0.0000,0.0000
11.9961,-27.0188,39.4966,255.0000,0.0000,0.0000
12.0642,-27.0024,39.4726,255.0000,0.0000,0.0000
12.1331,-26.9881,39.4517,255.0000,0.0000,0.0000
12.2013,-26.9723,39.4286,255.0000,0.0000,0.0000
12.2694,-26.9565,39.4056,255.0000,0.0000,0.0000
12.3377,-26.9412,39.3833,255.0000,0.0000,0.0000
12.4062,-26.9267,39.3620,255.0000,0.0000,0.0000
12.4745,-26.9121,39.3406,255.0000,0.0000,0.0000
12.5431,-26.8979,39.3199,255.0000,0.0000,0.0000
12.6117,-26.8841,39.2997,255.0000,0.0000,0.0000
12.6803,-26.8705,39.2799,255.0000,0.0000,0.0000
12.7494,-26.8582,39.2619,255.0000,0.0000,0.0000
12.8186,-26.8460,39.2440,255.0000,0.0000,0.0000
12.8875,-26.8335,39.2258,255.0000,0.0000,0.0000
12.9561,-26.8205,39.2068,255.0000,0.0000,0.0000
13.0262,-26.8106,39.1923,255.0000,0.0000,0.0000
13.0959,-26.8001,39.1770,255.0000,0.0000,0.0000
13.1655,-26.7895,39.1614,255.0000,0.0000,0.0000
13.2351,-26.7792,39.1464,255.0000,0.0000,0.0000
13.3047,-26.7688,39.1312,255.0000,0.0000,0.0000
13.3745,-26.7590,39.1168,255.0000,0.0000,0.0000
13.4441,-26.7488,39.1020,255.0000,0.0000,0.0000
13.5131,-26.7376,39.0855,255.0000,0.0000,0.0000
13.5834,-26.7291,39.0732,255.0000,0.0000,0.0000
13.6539,-26.7211,39.0615,255.0000,0.0000,0.0000
13.7246,-26.7134,39.0503,255.0000,0.0000,0.0000
13.7953,-26.7060,39.0393,255.0000,0.0000,0.0000
13.8677,-26.7019,39.0334,255.0000,0.0000,0.0000
13.9394,-26.6964,39.0254,255.0000,0.0000,0.0000
14.0111,-26.6911,39.0175,255.0000,0.0000,0.0000
14.0836,-26.6873,39.0121,255.0000,0.0000,0.0000
14.1563,-26.6840,39.0072,255.0000,0.0000,0.0000
14.2288,-26.6803,39.0019,255.0000,0.0000,0.0000
14.3011,-26.6763,38.9960,255.0000,0.0000,0.0000
14.3732,-26.6719,38.9895,255.0000,0.0000,0.0000
14.4462,-26.6691,38.9855,255.0000,0.0000,0.0000
14.5186,-26.6655,38.9801,255.0000,0.0000,0.0000
14.5914,-26.6625,38.9758,255.0000,0.0000,0.0000
14.6655,-26.6619,38.9749,255.0000,0.0000,0.0000
14.7400,-26.6621,38.9752,255.0000,0.0000,0.0000
14.8149,-26.6630,38.9765,255.0000,0.0000,0.0000
14.8898,-26.6638,38.9777,255.0000,0.0000,0.0000
14.9644,-26.6641,38.9782,255.0000,0.0000,0.0000
15.0440,-26.6733,38.9916,255.0000,0.0000,0.0000
15.1211,-26.6780,38.9985,255.0000,0.0000,0.0000
15.2047,-26.6940,39.0219,255.0000,0.0000,0.0000
15.3040,-26.7372,39.0851,255.0000,0.0000,0.0000
15.3835,-26.7457,39.0975,255.0000,0.0000,0.0000
15.4532,-26.7372,39.0850,255.0000,0.0000,0.0000
15.5453,-26.7673,39.1290,255.0000,0.0000,0.0000
15.6926,-26.8917,39.3109,255.0000,0.0000,0.0000
15.7020,-26.7798,39.1472,255.0000,0.0000,0.0000
-3.2908,-53.9207,78.6030,255.0000,0.0000,0.0000
-3.1240,-53.6349,78.1865,255.0000,0.0000,0.0000
-2.9723,-53.5912,78.1227,255.0000,0.0000,0.0000
-2.8223,-53.5740,78.0977,255.0000,0.0000,0.0000
-2.6720,-53.5503,78.0631,255.0000,0.0000,0.0000
-2.5210,-53.5101,78.0044,255.0000,0.0000,0.0000
-2.3704,-53.4718,77.9487,255.0000,0.0000,0.0000
-2.2208,-53.4542,77.9230,255.0000,0.0000,0.0000
-2.0712,-53.4330,77.8920,255.0000,0.0000,0.0000
-1.9220,-53.4184,77.8708,255.0000,0.0000,0.0000
-1.7729,-53.4069,77.8540,255.0000,0.0000,0.0000
-1.6239,-53.3946,77.8361,255.0000,0.0000,0.0000
-1.4751,-53.3899,77.8292,255.0000,0.0000,0.0000
-1.3264,-53.3845,77.8214,255.0000,0.0000,0.0000
-1.1777,-53.3787,77.8129,255.0000,0.0000,0.0000
-1.0290,-53.3724,77.8037,255.0000,0.0000,0.0000
-0.8804,-53.3670,77.7959,255.0000,0.0000,0.0000
-0.7317,-53.3615,77.7878,255.0000,0.0000,0.0000
-0.5831,-53.3549,77.7783,255.0000,0.0000,0.0000
-0.4346,-53.3467,77.7663,255.0000,0.0000,0.0000
-0.2860,-53.3376,77.7530,255.0000,0.0000,0.0000
-0.1376,-53.3287,77.7400,255.0000,0.0000,0.0000
0.0109,-53.3203,77.7278,255.0000,0.0000,0.0000
0.1593,-53.3128,77.7168,255.0000,0.0000,0.0000
0.3076,-53.3052,77.7058,255.0000,0.0000,0.0000
0.4559,-53.2976,77.6946,255.0000,0.0000,0.0000
0.6042,-53.2901,77.6838,255.0000,0.0000,0.0000
0.7524,-53.2833,77.6738,255.0000,0.0000,0.0000
0.9006,-53.2772,77.6649,255.0000,0.0000,0.0000
1.0488,-53.2727,77.6584,255.0000,0.0000,0.0000
1.1970,-53.2681,77.6517,255.0000,0.0000,0.0000
1.3451,-53.2617,77.6424,255.0000,0.0000,0.0000
1.4931,-53.2550,77.6325,255.0000,0.0000,0.0000
1.6411,-53.2460,77.6194,255.0000,0.0000,0.0000
1.7890,-53.2375,77.6070,255.0000,0.0000,0.0000
1.9370,-53.2321,77.5993,255.0000,0.0000,0.0000
2.0848,-53.2231,77.5861,255.0000,0.0000,0.0000
2.2327,-53.2176,77.5781,255.0000,0.0000,0.0000
2.3806,-53.2128,77.5711,255.0000,0.0000,0.0000
2.5284,-53.2058,77.5609,255.0000,0.0000,0.0000
2.6764,-53.2050,77.5598,255.0000,0.0000,0.0000
2.8244,-53.2030,77.5568,255.0000,0.0000,0.0000
2.9723,-53.1999,77.5522,255.0000,0.0000,0.0000
3.1201,-53.1957,77.5461,255.0000,0.0000,0.0000
3.2679,-53.1899,77.5377,255.0000,0.0000,0.0000
3.4156,-53.1847,77.5301,255.0000,0.0000,0.0000
3.5633,-53.1803,77.5237,255.0000,0.0000,0.0000
3.7111,-53.1768,77.5185,255.0000,0.0000,0.0000
3.8587,-53.1714,77.5108,255.0000,0.0000,0.0000
4.0062,-53.1654,77.5020,255.0000,0.0000,0.0000
4.1537,-53.1592,77.4929,255.0000,0.0000,0.0000
4.3012,-53.1533,77.4843,255.0000,0.0000,0.0000
4.4488,-53.1492,77.4784,255.0000,0.0000,0.0000
4.5963,-53.1442,77.4711,255.0000,0.0000,0.0000
4.7437,-53.1383,77.4624,255.0000,0.0000,0.0000
4.8910,-53.1314,77.4524,255.0000,0.0000,0.0000
5.0381,-53.1238,77.4414,255.0000,0.0000,0.0000
5.1853,-53.1168,77.4312,255.0000,0.0000,0.0000
5.3325,-53.1102,77.4215,255.0000,0.0000,0.0000
5.4797,-53.1038,77.4122,255.0000,0.0000,0.0000
5.6271,-53.1007,77.4076,255.0000,0.0000,0.0000
5.7745,-53.0967,77.4018,255.0000,0.0000,0.0000
5.9217,-53.0918,77.3946,255.0000,0.0000,0.0000
6.0689,-53.0861,77.3863,255.0000,0.0000,0.0000
6.2163,-53.0830,77.3818,255.0000,0.0000,0.0000
6.3635,-53.0786,77.3754,255.0000,0.0000,0.0000
6.5107,-53.0742,77.3690,255.0000,0.0000,0.0000
6.6580,-53.0713,77.3647,255.0000,0.0000,0.0000
6.8061,-53.0744,77.3693,255.0000,0.0000,0.0000
6.9540,-53.0751,77.3703,255.0000,0.0000,0.0000
7.1018,-53.0762,77.3719,255.0000,0.0000,0.0000
7.2501,-53.0804,77.3780,255.0000,0.0000,0.0000
7.3980,-53.0812,77.3792,255.0000,0.0000,0.0000
7.5461,-53.0834,77.3825,255.0000,0.0000,0.0000
7.6939,-53.0841,77.3835,255.0000,0.0000,0.0000
7.8411,-53.0804,77.3780,255.0000,0.0000,0.0000
7.9885,-53.0781,77.3747,255.0000,0.0000,0.0000
8.1357,-53.0744,77.3693,255.0000,0.0000,0.0000
8.2825,-53.0689,77.3613,255.0000,0.0000,0.0000
8.4290,-53.0610,77.3498,255.0000,0.0000,0.0000
8.5758,-53.0557,77.3420,255.0000,0.0000,0.0000
8.7225,-53.0495,77.3330,255.0000,0.0000,0.0000
8.8691,-53.0432,77.3238,255.0000,0.0000,0.0000
9.0158,-53.0375,77.3156,255.0000,0.0000,0.0000
9.1631,-53.0358,77.3130,255.0000,0.0000,0.0000
9.3104,-53.0342,77.3107,255.0000,0.0000,0.0000
9.4578,-53.0329,77.3088,255.0000,0.0000,0.0000
9.6052,-53.0318,77.3072,255.0000,0.0000,0.0000
9.7522,-53.0286,77.3026,255.0000,0.0000,0.0000
9.8989,-53.0236,77.2953,255.0000,0.0000,0.0000
10.0453,-53.0173,77.2862,255.0000,0.0000,0.0000
10.1915,-53.0105,77.2762,255.0000,0.0000,0.0000
10.3378,-53.0039,77.2665,255.0000,0.0000,0.0000
10.4837,-52.9957,77.2546,255.0000,0.0000,0.0000
10.6289,-52.9843,77.2380,255.0000,0.0000,0.0000
10.7730,-52.9678,77.2139,255.0000,0.0000,0.0000
10.9185,-52.9581,77.1998,255.0000,0.0000,0.0000
11.0639,-52.9489,77.1863,255.0000,0.0000,0.0000
11.2096,-52.9409,77.1748,255.0000,0.0000,0.0000
11.3557,-52.9352,77.1664,255.0000,0.0000,0.0000
11.5024,-52.9320,77.1617,255.0000,0.0000,0.0000
11.6492,-52.9296,77.1582,255.0000,0.0000,0.0000
11.7963,-52.9286,77.1568,255.0000,0.0000,0.0000
11.9438,-52.9296,77.1582,255.0000,0.0000,0.0000
12.0918,-52.9325,77.1625,255.0000,0.0000,0.0000
12.2405,-52.9383,77.1709,255.0000,0.0000,0.0000
12.3887,-52.9421,77.1764,255.0000,0.0000,0.0000
12.5354,-52.9391,77.1721,255.0000,0.0000,0.0000
12.6812,-52.9328,77.1629,255.0000,0.0000,0.0000
12.8268,-52.9258,77.1527,255.0000,0.0000,0.0000
12.9720,-52.9170,77.1399,255.0000,0.0000,0.0000
13.1163,-52.9051,77.1225,255.0000,0.0000,0.0000
13.2625,-52.9008,77.1163,255.0000,0.0000,0.0000
13.4085,-52.8960,77.1093,255.0000,0.0000,0.0000
13.5542,-52.8899,77.1003,255.0000,0.0000,0.0000
13.6993,-52.8817,77.0884,255.0000,0.0000,0.0000
13.8452,-52.8769,77.0814,255.0000,0.0000,0.0000
13.9916,-52.8740,77.0772,255.0000,0.0000,0.0000
14.1386,-52.8731,77.0759,255.0000,0.0000,0.0000
14.2860,-52.8743,77.0776,255.0000,0.0000,0.0000
14.4325,-52.8718,77.0740,255.0000,0.0000,0.0000
14.5788,-52.8684,77.0691,255.0000,0.0000,0.0000
14.7243,-52.8626,77.0606,255.0000,0.0000,0.0000
14.8687,-52.8528,77.0463,255.0000,0.0000,0.0000
15.0125,-52.8412,77.0293,255.0000,0.0000,0.0000
15.1566,-52.8310,77.0145,255.0000,0.0000,0.0000
15.3006,-52.8203,76.9989,255.0000,0.0000,0.0000
15.4437,-52.8069,76.9794,255.0000,0.0000,0.0000
15.5826,-52.7797,76.9397,255.0000,0.0000,0.0000
15.7208,-52.7503,76.8969,255.0000,0.0000,0.0000
15.8583,-52.7193,76.8517,255.0000,0.0000,0.0000
15.9952,-52.6870,76.8047,255.0000,0.0000,0.0000
16.1295,-52.6468,76.7460,255.0000,0.0000,0.0000
16.2672,-52.6181,76.7042,255.0000,0.0000,0.0000
16.4068,-52.5963,76.6723,255.0000,0.0000,0.0000
16.5470,-52.5764,76.6434,255.0000,0.0000,0.0000
16.6862,-52.5540,76.6108,255.0000,0.0000,0.0000
16.8288,-52.5426,76.5941,255.0000,0.0000,0.0000
16.9732,-52.5368,76.5856,255.0000,0.0000,0.0000
17.1177,-52.5315,76.5779,255.0000,0.0000,0.0000
17.2659,-52.5376,76.5868,255.0000,0.0000,0.0000
17.4118,-52.5367,76.5855,255.0000,0.0000,0.0000
17.5546,-52.5263,76.5703,255.0000,0.0000,0.0000
17.6931,-52.5035,76.5371,255.0000,0.0000,0.0000
17.8336,-52.4869,76.5128,255.0000,0.0000,0.0000
17.9738,-52.4697,76.4878,255.0000,0.0000,0.0000
18.1133,-52.4507,76.4602,255.0000,0.0000,0.0000
18.2516,-52.4288,76.4281,255.0000,0.0000,0.0000
18.3975,-52.4285,76.4278,255.0000,0.0000,0.0000
18.5341,-52.4022,76.3895,255.0000,0.0000,0.0000
18.6687,-52.3707,76.3435,255.0000,0.0000,0.0000
18.8087,-52.3546,76.3200,255.0000,0.0000,0.0000
18.9105,-52.2333,76.1432,255.0000,0.0000,0.0000
19.0110,-52.1102,75.9638,255.0000,0.0000,0.0000
19.0966,-51.9485,75.7280,255.0000,0.0000,0.0000
19.1533,-51.7114,75.3823,255.0000,0.0000,0.0000
10.7921,-28.0820,40.9366,255.0000,0.0000,0.0000
10.8163,-27.9427,40.7335,255.0000,0.0000,0.0000
10.8518,-27.8343,40.5755,255.0000,0.0000,0.0000
10.9005,-27.7610,40.4686,255.0000,0.0000,0.0000
10.9470,-27.6832,40.3553,255.0000,0.0000,0.0000
10.9944,-27.6086,40.2465,255.0000,0.0000,0.0000
11.0439,-27.5405,40.1472,255.0000,0.0000,0.0000
11.0971,-27.4823,40.0624,255.0000,0.0000,0.0000
11.1518,-27.4289,39.9845,255.0000,0.0000,0.0000
11.2095,-27.3832,39.9179,255.0000,0.0000,0.0000
11.2696,-27.3441,39.8609,255.0000,0.0000,0.0000
11.3317,-27.3104,39.8118,255.0000,0.0000,0.0000
11.3971,-27.2850,39.7747,255.0000,0.0000,0.0000
11.4633,-27.2618,39.7409,255.0000,0.0000,0.0000
11.5298,-27.2396,39.7086,255.0000,0.0000,0.0000
11.5962,-27.2175,39.6763,255.0000,0.0000,0.0000
11.6632,-27.1972,39.6467,255.0000,0.0000,0.0000
11.7301,-27.1768,39.6171,255.0000,0.0000,0.0000
11.7970,-27.1567,39.5878,255.0000,0.0000,0.0000
11.8641,-27.1371,39.5591,255.0000,0.0000,0.0000
11.9316,-27.1188,39.5325,255.0000,0.0000,0.0000
11.9992,-27.1012,39.5068,255.0000,0.0000,0.0000
12.0672,-27.0844,39.4823,255.0000,0.0000,0.0000
12.1356,-27.0689,39.4598,255.0000,0.0000,0.0000
12.2043,-27.0541,39.4381,255.0000,0.0000,0.0000
12.2726,-27.0388,39.4159,255.0000,0.0000,0.0000
12.3408,-27.0234,39.3934,255.0000,0.0000,0.0000
12.4090,-27.0080,39.3709,255.0000,0.0000,0.0000
12.4772,-26.9930,39.3490,255.0000,0.0000,0.0000
12.5460,-26.9793,39.3291,255.0000,0.0000,0.0000
12.6149,-26.9661,39.3100,255.0000,0.0000,0.0000
12.6836,-26.9526,39.2902,255.0000,0.0000,0.0000
12.7527,-26.9400,39.2718,255.0000,0.0000,0.0000
12.8221,-26.9284,39.2549,255.0000,0.0000,0.0000
12.8914,-26.9166,39.2377,255.0000,0.0000,0.0000
12.9599,-26.9032,39.2182,255.0000,0.0000,0.0000
13.0301,-26.8936,39.2042,255.0000,0.0000,0.0000
13.0998,-26.8829,39.1887,255.0000,0.0000,0.0000
13.1692,-26.8720,39.1726,255.0000,0.0000,0.0000
13.2388,-26.8614,39.1572,255.0000,0.0000,0.0000
13.3088,-26.8517,39.1432,255.0000,0.0000,0.0000
13.3784,-26.8414,39.1281,255.0000,0.0000,0.0000
13.4480,-26.8312,39.1133,255.0000,0.0000,0.0000
13.5180,-26.8219,39.0997,255.0000,0.0000,0.0000
13.5880,-26.8128,39.0864,255.0000,0.0000,0.0000
13.6584,-26.8045,39.0743,255.0000,0.0000,0.0000
13.7291,-26.7968,39.0631,255.0000,0.0000,0.0000
13.7999,-26.7896,39.0526,255.0000,0.0000,0.0000
13.8725,-26.7856,39.0468,255.0000,0.0000,0.0000
13.9441,-26.7801,39.0388,255.0000,0.0000,0.0000
14.0157,-26.7745,39.0306,255.0000,0.0000,0.0000
14.0881,-26.7703,39.0245,255.0000,0.0000,0.0000
14.1608,-26.7670,39.0197,255.0000,0.0000,0.0000
14.2337,-26.7640,39.0152,255.0000,0.0000,0.0000
14.3065,-26.7609,39.0107,255.0000,0.0000,0.0000
14.3793,-26.7576,39.0059,255.0000,0.0000,0.0000
14.4526,-26.7555,39.0028,255.0000,0.0000,0.0000
14.5249,-26.7515,38.9971,255.0000,0.0000,0.0000
14.5977,-26.7484,38.9925,255.0000,0.0000,0.0000
14.6722,-26.7486,38.9928,255.0000,0.0000,0.0000
14.7462,-26.7477,38.9915,255.0000,0.0000,0.0000
14.8201,-26.7467,38.9900,255.0000,0.0000,0.0000
14.8942,-26.7462,38.9893,255.0000,0.0000,0.0000
14.9689,-26.7466,38.9900,255.0000,0.0000,0.0000
15.0484,-26.7555,39.0028,255.0000,0.0000,0.0000
15.1252,-26.7597,39.0090,255.0000,0.0000,0.0000
15.2081,-26.7745,39.0306,255.0000,0.0000,0.0000
15.3058,-26.8152,39.0899,255.0000,0.0000,0.0000
15.3805,-26.8153,39.0900,255.0000,0.0000,0.0000
15.4443,-26.7965,39.0626,255.0000,0.0000,0.0000
15.5300,-26.8156,39.0905,255.0000,0.0000,0.0000
15.6709,-26.9295,39.2565,255.0000,0.0000,0.0000
15.5612,-26.6137,38.7962,255.0000,0.0000,0.0000
-3.2824,-53.9329,78.4025,255.0000,0.0000,0.0000
-3.1182,-53.6836,78.0402,255.0000,0.0000,0.0000
-2.9688,-53.6767,78.0302,255.0000,0.0000,0.0000
-2.8166,-53.6150,77.9404,255.0000,0.0000,0.0000
-2.6664,-53.5865,77.8990,255.0000,0.0000,0.0000
-2.5152,-53.5347,77.8238,255.0000,0.0000,0.0000
-2.3644,-53.4854,77.7521,255.0000,0.0000,0.0000
-2.2151,-53.4643,77.7214,255.0000,0.0000,0.0000
-2.0658,-53.4412,77.6878,255.0000,0.0000,0.0000
-1.9169,-53.4258,77.6654,255.0000,0.0000,0.0000
-1.7682,-53.4137,77.6478,255.0000,0.0000,0.0000
-1.6196,-53.4006,77.6288,255.0000,0.0000,0.0000
-1.4712,-53.3951,77.6207,255.0000,0.0000,0.0000
-1.3228,-53.3886,77.6114,255.0000,0.0000,0.0000
-1.1745,-53.3813,77.6008,255.0000,0.0000,0.0000
-1.0262,-53.3732,77.5890,255.0000,0.0000,0.0000
-0.8779,-53.3669,77.5798,255.0000,0.0000,0.0000
-0.7297,-53.3593,77.5687,255.0000,0.0000,0.0000
-0.5815,-53.3510,77.5567,255.0000,0.0000,0.0000
-0.4333,-53.3428,77.5447,255.0000,0.0000,0.0000
-0.2852,-53.3328,77.5302,255.0000,0.0000,0.0000
-0.1372,-53.3243,77.5178,255.0000,0.0000,0.0000
0.0108,-53.3157,77.5053,255.0000,0.0000,0.0000
0.1588,-53.3055,77.4904,255.0000,0.0000,0.0000
0.3067,-53.2984,77.4802,255.0000,0.0000,0.0000
0.4546,-53.2904,77.4686,255.0000,0.0000,0.0000
0.6024,-53.2823,77.4567,255.0000,0.0000,0.0000
0.7502,-53.2749,77.4460,255.0000,0.0000,0.0000
0.8980,-53.2696,77.4383,255.0000,0.0000,0.0000
1.0457,-53.2648,77.4313,255.0000,0.0000,0.0000
1.1934,-53.2593,77.4234,255.0000,0.0000,0.0000
1.3411,-53.2522,77.4130,255.0000,0.0000,0.0000
1.4887,-53.2461,77.4041,255.0000,0.0000,0.0000
1.6362,-53.2354,77.3886,255.0000,0.0000,0.0000
1.7836,-53.2250,77.3735,255.0000,0.0000,0.0000
1.9312,-53.2197,77.3658,255.0000,0.0000,0.0000
2.0785,-53.2095,77.3509,255.0000,0.0000,0.0000
2.2260,-53.2048,77.3441,255.0000,0.0000,0.0000
2.3735,-53.2018,77.3398,255.0000,0.0000,0.0000
2.5209,-53.1969,77.3327,255.0000,0.0000,0.0000
2.6685,-53.1948,77.3297,255.0000,0.0000,0.0000
2.8160,-53.1915,77.3249,255.0000,0.0000,0.0000
2.9634,-53.1871,77.3184,255.0000,0.0000,0.0000
3.1107,-53.1816,77.3105,255.0000,0.0000,0.0000
3.2581,-53.1785,77.3059,255.0000,0.0000,0.0000
3.4053,-53.1726,77.2974,255.0000,0.0000,0.0000
3.5526,-53.1675,77.2899,255.0000,0.0000,0.0000
3.7000,-53.1663,77.2881,255.0000,0.0000,0.0000
3.8471,-53.1588,77.2773,255.0000,0.0000,0.0000
3.9942,-53.1529,77.2686,255.0000,0.0000,0.0000
4.1412,-53.1468,77.2598,255.0000,0.0000,0.0000
4.2881,-53.1389,77.2483,255.0000,0.0000,0.0000
4.4354,-53.1364,77.2447,255.0000,0.0000,0.0000
4.5823,-53.1298,77.2351,255.0000,0.0000,0.0000
4.7291,-53.1223,77.2242,255.0000,0.0000,0.0000
4.8761,-53.1170,77.2165,255.0000,0.0000,0.0000
5.0227,-53.1088,77.2046,255.0000,0.0000,0.0000
5.1695,-53.1025,77.1954,255.0000,0.0000,0.0000
5.3163,-53.0960,77.1859,255.0000,0.0000,0.0000
5.4627,-53.0872,77.1732,255.0000,0.0000,0.0000
5.6098,-53.0846,77.1694,255.0000,0.0000,0.0000
5.7567,-53.0806,77.1635,255.0000,0.0000,0.0000
5.9035,-53.0760,77.1568,255.0000,0.0000,0.0000
6.0504,-53.0717,77.1506,255.0000,0.0000,0.0000
6.1972,-53.0677,77.1449,255.0000,0.0000,0.0000
6.3441,-53.0642,77.1397,255.0000,0.0000,0.0000
6.4910,-53.0608,77.1348,255.0000,0.0000,0.0000
6.6378,-53.0575,77.1300,255.0000,0.0000,0.0000
6.7855,-53.0606,77.1345,255.0000,0.0000,0.0000
6.9330,-53.0623,77.1370,255.0000,0.0000,0.0000
7.0805,-53.0636,77.1389,255.0000,0.0000,0.0000
7.2280,-53.0655,77.1416,255.0000,0.0000,0.0000
7.3755,-53.0672,77.1442,255.0000,0.0000,0.0000
7.5231,-53.0691,77.1469,255.0000,0.0000,0.0000
7.6705,-53.0700,77.1481,255.0000,0.0000,0.0000
7.8176,-53.0685,77.1459,255.0000,0.0000,0.0000
7.9645,-53.0660,77.1423,255.0000,0.0000,0.0000
8.1111,-53.0613,77.1356,255.0000,0.0000,0.0000
8.2573,-53.0547,77.1259,255.0000,0.0000,0.0000
8.4032,-53.0462,77.1135,255.0000,0.0000,0.0000
8.5497,-53.0414,77.1066,255.0000,0.0000,0.0000
